SMILES,pKi IC50 Pi3K,pKi IC50 mTor,Water Solubility,Caco2 permeability,CYP1A2 inhibitor,CYP3A4 inhibitor,Total Clearance
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4ccnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.150949309,,-3.064,1.033,0,1,0.395
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.425852936,9.229147988,-3.957,,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.066563332,9.050609993,-3.898,1.144,,1,0.171
CCc1ncnc(-c2cc(F)c(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,7.187086643,8.465973894,-4.34,0.764,0,1,0.335
CCc1ncnc(-c2cc(F)c(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.309272456,7.407157317,-4.589,0.845,0,1,0.374
CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.787013815,7.765482716,-4.206,0.557,0,1,0.393
CCc1ncnc(-c2cc(F)c(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.45259454,,-4.2,0.831,0,0,0.301
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCCC4C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.235674394,8.600326279,-4.399,1.417,0,1,0.306
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.912573543,8.653647026,-3.17,0.973,0,1,0.442
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.756961951,-3.114,1.062,0,1,0.373
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(COC)nnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.445995679,7.63601217,-3.921,0.986,0,1,0.215
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.278436682,8.170053304,-3.972,0.534,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.940436582,8.725842151,-4.211,0.25,0,1,0.127
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.67223251,9.050609993,-4.208,0.132,0,1,0.058
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCCC4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.757955761,10.15490196,-4.154,1.382,0,,0.399
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.96589317,8.899629455,-4.169,0.736,0,1,0.297
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.66756154,-4.459,0.762,0,1,0.352
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.947344527,8.779891912,-4.358,,0,1,0.458
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.065249125,9.119186408,-4.362,0.443,,1,0.527
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.106071873,9.30980392,-4.183,1.021,0,1,0.318
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.681602721,9.677780705,-4.152,0.825,0,1,0.228
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.714465194,,-4.228,0.931,0,1,0.388
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3COC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.851397345,8.512861625,-4.227,0.875,,1,0.51
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C=O)c(F)c2)c1C#Cc1ccc(NC)nc1,6.787812396,8.494850022,-4.618,0.89,0,1,0.45
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.723308471,9.026872146,-4.733,,0,1,0.489
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.672028376,8.655607726,-4.804,0.88,0,1,0.225
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.959793372,,-4.614,0.718,0,1,0.318
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.254144805,9.26760624,-4.694,0.677,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,9.148741651,-4.81,0.587,0,1,0.172
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCOCC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.33170729,8.669586227,-4.467,1.445,0,1,0.254
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3COC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,8.416801226,-4.155,0.786,,1,0.579
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCCC3O)c(F)c2)c1C#Cc1ccc(N)nc1,6.974571239,9.552841969,-4.212,0.842,0,1,0.301
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.907279355,,-4.318,,0,1,0.278
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.48598382,8.121478204,-4.635,1.419,0,1,0.146
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,5.877784122,8.123782159,-4.982,1.442,0,1,0.205
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)CO)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.9647304,8.995678626,-4.29,0.578,0,1,0.359
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.579714115,9.173925197,-5.037,1.41,0,1,0.38
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)CO)c(F)c2)c1C#Cc1ccc(N)nc1,,9.236572006,-4.317,0.668,0,1,0.29
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.624702262,8.661543506,-4.935,1.419,,1,0.311
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)COC)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.958370492,9.167491087,-4.524,0.734,0,1,0.389
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)COC)c(F)c2)c1C#Cc1ccc(N)nc1,6.728158393,9.251811973,-4.506,0.823,0,,0.319
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.033999142,7.865504144,-4.282,1.365,0,1,0.56
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCCC3O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.197705289,9.494850022,-4.171,0.753,0,1,0.37
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCC3)c(F)c2)c1C#Cc1ccc(N)nc1,,9.15490196,-4.329,1.406,0,1,0.49
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.190440285,8.638272164,-4.524,0.811,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.621002859,9.251811973,-4.27,0.588,0,1,0.276
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.937794191,9.537602002,-4.341,0.649,0,1,0.221
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC#C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.785421046,8.065501549,,1.438,0,1,0.202
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3C)c(F)c2)c1C#Cc1ccc(N)nc1,,8.232102384,-4.391,,0,1,0.144
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.878112015,8.88941029,-4.281,1.426,0,1,0.22
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.549766292,8.360513511,-4.304,1.459,0,1,0.212
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.411056357,8.54668166,-4.469,1.42,0,1,0.197
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CNC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.267686673,,-4.44,1.047,0,1,0.385
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(COC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.588043762,,-4.578,1.019,0,1,0.393
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.168450148,9.055517328,,1.109,0,1,0.211
CCc1ncnc(-c2cc(F)c(C(=O)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.903785415,9.026872146,-4.476,1.465,0,1,0.326
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,9.585026652,-4.401,0.791,0,1,0.361
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.755475488,8.542118103,-4.577,0.971,0,1,0.388
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.046772028,9,-4.205,1.413,0,1,0.288
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(F)(F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.783306401,7.726998728,-4.61,1.515,0,1,0.318
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC(=O)CO4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.160710544,9.283996656,-4.391,1,0,1,0.266
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC(=O)CO4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.840402732,8.675717545,-4.351,1.09,0,1,0.127
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CN(C)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,7.996970529,-4.444,1.493,0,1,0.214
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CNC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.293965339,8.76700389,-4.329,0.957,0,1,0.453
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CN(C)C4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.111567756,8.283162277,-4.523,1.531,0,1,0.145
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.533725678,8.363512104,-4.788,1.488,0,1,0.409
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.189162849,7.85667287,-4.405,0.803,0,1,0.28
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,9.698970004,-4.646,0.895,0,,0.122
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)C(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.038483989,9.602059991,-4.727,0.841,0,1,0.154
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)C(C)O)c(F)c2)c1C#Cc1ccc(NC)nc1,6.33245366,,-4.842,1.508,0,1,0.357
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)N3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.849857838,9.193820026,-4.409,0.904,0,1,0.432
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)N3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.700274846,9.397940009,-4.444,0.994,0,1,0.362
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.350178537,,-4.663,1.474,0,1,0.159
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)N3CCOCC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.373351732,,-4.6,1.461,0,1,0.337
CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.464832515,8.420216403,-4.324,1.444,0,1,0.182
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.441531437,8.328827157,,1.477,0,1,0.33
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)C(C)(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.91829273,9.017728767,-4.798,0.902,0,1,0.076
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C3)N(C)C)c(F)c2)c1C#Cc1ccc(NC)nc1,6.263125638,8.243363892,,,0,1,0.243
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CC3)C(C)(C)O)c(F)c2)c1C#Cc1ccc(NC)nc1,6.221921138,8.457174573,-4.886,1.516,0,1,0.188
CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.571379327,,,1.395,,1,0.24
CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.525929497,8.256490235,-4.261,1.403,0,1,0.25
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CC(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.06641149,8.643974143,-4.411,1.359,0,1,
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN4CCCC4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.888401475,9.060480747,-4.049,1.329,0,1,0.403
CCc1ncnc(-c2cc(F)c(C(=O)N(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,7.309272456,8.603800653,-4.446,1.481,0,1,0.401
CCc1ncnc(-c2cc(F)c(C(=O)N(C)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.471854922,8.334419009,-4.53,1.467,0,1,0.249
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CC3)C=O)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.859491957,8.406713933,,0.619,0,1,0.436
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.144057054,,-4.53,0.607,0,1,0.322
CCc1cc(ccn1)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,7.397940009,7.958607315,-3.496,1.277,,1,0.846
CCc1ncnc(-c2cc(C)nc(C)c2)c1C#Cc1ccc(N)nc1,7.537602002,,-3.212,1.272,1,1,0.823
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.222478934,8.011441043,-4.112,1.271,0,1,0.253
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(CC3)C(C)(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,,8.790484985,-4.826,0.82,,1,0.155
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(C3)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.62948691,8.277366077,-4.354,1.343,,,0.338
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(C)(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.021545567,8.482804102,-4.438,0.857,0,1,0.255
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC4(CN(C)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,5.655163833,7.974694135,-4.376,1.358,0,1,0.217
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.691862621,8.701146924,-4.286,0.664,0,1,
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.310779963,9.229147988,-4.615,0.812,0,1,0.201
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.910801633,8.4225082,-4.092,1.36,,1,0.291
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.127261173,8.872895202,-4.248,0.538,0,1,0.225
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(CC3)C(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.23069654,8.954677021,-4.726,,0,1,0.232
CCOC(=O)N1CCN(CC1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,,7.795880017,-4.515,0.833,0,1,0.471
CCOC(=O)N1CCN(CC1)C(=O)c1ccc(cc1OC)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.608888386,7.709965389,-4.529,0.799,0,1,0.624
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCC3(CN(C3)C(=O)OC(C)(C)C)CC2)c(F)c1,6.251656896,7.940815382,-5.9,0.683,0,1,-0.295
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCC3(COC3)CC2)c(F)c1,6.689519109,8.679853714,-5.04,1.278,0,1,0.462
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCN(CCCS(C)(=O)=O)CC2)c(F)c1,6.957818405,8.809668302,-4.998,0.592,0,1,0.277
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCN(CCNS(C)(=O)=O)CC2)c(F)c1,7.21013737,8.8569852,-4.299,0.472,0,1,0.272
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCn3c(C)cnc3C2)c(F)c1,6.873868593,8.787812396,-3.285,1.359,0,1,0.528
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCn3ccnc3C2)c(F)c1,7.194907122,9.091514981,-3.246,1.34,0,1,
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCn3cnnc3C2)c(F)c1,7.353204311,8.835647144,-3.928,0.663,0,1,0.435
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCN(CC2)C2CCC2)c(F)c1,,8.785156152,-4.464,1.184,0,1,0.666
CCOC(=O)N1CCN(CC1)C(=O)c1ccc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,7.08772479,8.444905551,-4.532,0.815,0,1,0.48
CCOC(=O)N1CCN(CC1)C(=O)c1ccc(cc1C)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,7.145572494,8.571865206,-4.441,0.927,0,1,0.715
CCN1CCN(CC1)C(=O)c1ccc(cc1OC(F)(F)F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.70863115,7.841336019,-4.307,0.55,0,1,0.013
CCN1CCN(CC1)C1CCN(CC1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.515700161,8.301029996,-4.097,0.902,0,1,0.386
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CC3(CN(C3)C(=O)OC(C)(C)C)C2)c(F)c1,6.375821074,8.033389013,-5.676,0.633,0,1,-0.333
CCN1CCN(CC1)C(=O)c1ccc(cc1OC)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,,8.522878745,-4.03,0.714,0,1,0.496
CCNc1ccc(cn1)C#Cc1c(CC)ncnc1-c1ccc(C(=O)N2CCC(CC2)N2CCOCC2)c(F)c1,6.67943832,8.793174124,-4.581,1.181,0,1,0.537
CCN(CC)C1CCN(C1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.417936637,7.602059991,-4.489,1.348,0,1,0.483
CCN(CC)C(=O)c1cccc(c1)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.725842151,6.962573502,-4.189,1.37,1,1,0.934
CCN1CCN(CC1)C(=O)c1c(F)cc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.7490923,8.906578315,-4.347,1.396,0,,0.329
CCN1CCN(CC1)C(=O)c1c(F)cc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.559405738,8.649751982,,1.409,0,1,0.261
CCN1CCCC1CNC(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.247183569,7.337242168,-4.311,0.736,0,1,0.594
CCN1CCN(CC1)C(=O)c1c(Cl)cc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,7.041483897,8.853871964,-4.262,1.343,0,1,0.332
CCN1CCN(CC1)C(=O)c1ccc(cc1C(F)(F)F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.733533105,7.865822892,-4.131,1.389,0,1,
CCN1CCN(CC1)C(=O)c1c(F)cc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(NC)nc1,6.325782054,8.446116973,-4.574,1.403,0,1,
CCN1CCN(CC1)C(=O)c1ccc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(NC)nc1,6.755970411,7.699621935,-4.333,1.366,0,1,0.457
CCN1CCN(CC1)C(=O)c1ccc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,,8.698970004,-4.048,1.371,0,1,0.48
CCC(CC)N1CCN(CC1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.415668776,7.795880017,-4.85,1.371,0,,0.517
CCCCN1CCN(CC1)C(=O)c1ccc(cc1C)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.832682665,8.818156412,-4.452,1.238,,1,0.531
CCCCN1CCN(CC1)C(=O)c1ccc(cc1)-c1ncnc(C)c1C#Cc1ccc(N)nc1,6.815308569,8.096910013,-4.052,1.296,0,,
CCCCN1CCN(CC1)C(=O)c1ccc(cc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,,9,-4.57,1.228,0,1,0.498
CCN(CC)C(=O)c1cc(ccc1Cl)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.266802735,7.769551079,-4.463,1.373,0,1,0.266
CCCCN1CCN(CC1)C(=O)c1ccc(cc1OC)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.299555899,8.344861565,-4.595,1.021,0,1,0.518
CCN(CC)C(=O)c1cccc(c1)-c1ncnc(C)c1C#Cc1ccc(N)nc1,6.511449283,7.086186148,-3.986,1.252,1,1,0.943
CCCN1CCN(CC1)C(=O)c1c(F)cc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.87484417,8.669586227,-4.593,1.383,0,1,0.179
CCCCN1CCN(CC1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.659555885,8.397940009,-4.572,1.283,0,1,0.454
CCC(C)N1CCN(CC1)C(=O)c1ccc(cc1F)-c1ncnc(CC)c1C#Cc1ccc(N)nc1,6.406713933,8,,1.364,0,1,